n_samples,n_features,time_elapsed_sort,time_elapsed_split
14,8,4.9114227294921875e-05,0.009795188903808594
14,8,4.792213439941406e-05,0.009921789169311523
14,8,4.9114227294921875e-05,0.009760141372680664
14,8,4.9114227294921875e-05,0.009873390197753906
14,11,6.270408630371094e-05,0.013707876205444336
14,11,5.507469177246094e-05,0.013620138168334961
14,11,5.459785461425781e-05,0.013392448425292969
14,11,7.462501525878906e-05,0.013672351837158203
14,11,5.555152893066406e-05,0.012104511260986328
14,16,6.437301635742188e-05,0.018735170364379883
14,16,7.891654968261719e-05,0.01922154426574707
14,16,7.081031799316406e-05,0.01868295669555664
14,16,6.628036499023438e-05,0.018517494201660156
14,16,6.580352783203125e-05,0.017281293869018555
14,22,8.606910705566406e-05,0.024348735809326172
14,22,8.535385131835938e-05,0.024140357971191406
14,22,8.20159912109375e-05,0.024852514266967773
14,22,8.344650268554688e-05,0.024910688400268555
14,22,8.988380432128906e-05,0.02498340606689453
14,30,0.00010848045349121094,0.03473377227783203
14,30,0.00011920928955078125,0.03342390060424805
14,30,0.00010967254638671875,0.03475332260131836
14,30,0.00011873245239257812,0.034055233001708984
14,30,0.00010919570922851562,0.03307652473449707
14,42,0.0001614093780517578,0.04442954063415527
14,42,0.00014400482177734375,0.04667234420776367
14,42,0.00014138221740722656,0.04745817184448242
14,42,0.00013971328735351562,0.04736471176147461
14,42,0.00016164779663085938,0.049250125885009766
14,59,0.000244140625,0.06837916374206543
14,59,0.00024700164794921875,0.06712126731872559
14,59,0.0001938343048095703,0.06594324111938477
14,59,0.00019693374633789062,0.06712722778320312
14,59,0.00019311904907226562,0.06710267066955566
14,83,0.0003046989440917969,0.09389495849609375
14,83,0.0002689361572265625,0.09391260147094727
14,83,0.0002582073211669922,0.09238505363464355
14,83,0.00030732154846191406,0.09145617485046387
14,83,0.00031280517578125,0.09074902534484863
14,116,0.0003676414489746094,0.13071012496948242
14,116,0.00035881996154785156,0.1313631534576416
14,116,0.0004420280456542969,0.13666915893554688
14,116,0.0004487037658691406,0.13448524475097656
14,116,0.0003561973571777344,0.12768983840942383
14,163,0.0005040168762207031,0.18136930465698242
14,163,0.0005552768707275391,0.17899847030639648
14,163,0.0004894733428955078,0.1792311668395996
14,163,0.0005323886871337891,0.1793818473815918
14,163,0.00048279762268066406,0.18481755256652832
14,228,0.0008437633514404297,0.27011799812316895
14,228,0.0007355213165283203,0.25427913665771484
14,228,0.0007390975952148438,0.26067566871643066
14,228,0.0006783008575439453,0.25785088539123535
14,228,0.0007269382476806641,0.25224947929382324
14,321,0.0010600090026855469,0.35734009742736816
14,321,0.001199483871459961,0.3604614734649658
14,321,0.0010266304016113281,0.36096858978271484
14,321,0.000997781753540039,0.3537883758544922
14,321,0.0009315013885498047,0.3630526065826416
14,450,0.001489400863647461,0.4973773956298828
14,450,0.001445770263671875,0.4999980926513672
14,450,0.0013377666473388672,0.4954566955566406
14,450,0.0014834403991699219,0.5099842548370361
14,450,0.0013818740844726562,0.5127079486846924
14,631,0.0019290447235107422,0.7143099308013916
14,631,0.002033233642578125,0.7184219360351562
14,631,0.0018277168273925781,0.7254421710968018
14,631,0.0018360614776611328,0.7349114418029785
14,631,0.002023935317993164,0.7143070697784424
20,2,3.695487976074219e-05,0.004422187805175781
20,2,2.8848648071289062e-05,0.0043947696685791016
20,2,2.7179718017578125e-05,0.004336118698120117
20,2,2.9087066650390625e-05,0.004500865936279297
20,2,4.2438507080078125e-05,0.0041255950927734375
20,2,2.765655517578125e-05,0.004441499710083008
20,2,2.6464462280273438e-05,0.004336118698120117
20,2,2.6941299438476562e-05,0.004548311233520508
20,2,4.601478576660156e-05,0.004341840744018555
20,2,2.765655517578125e-05,0.004501819610595703
20,2,3.814697265625e-05,0.004338979721069336
20,2,2.6702880859375e-05,0.004339456558227539
20,2,2.6702880859375e-05,0.004155874252319336
20,2,2.8371810913085938e-05,0.004493236541748047
20,2,2.7418136596679688e-05,0.004377603530883789
20,3,3.2901763916015625e-05,0.0064182281494140625
20,3,4.4345855712890625e-05,0.006243705749511719
20,3,3.0040740966796875e-05,0.00627899169921875
20,3,3.0279159545898438e-05,0.006524562835693359
20,3,3.075599670410156e-05,0.006435871124267578
20,4,3.314018249511719e-05,0.008631467819213867
20,4,3.528594970703125e-05,0.00865483283996582
20,4,3.337860107421875e-05,0.008495807647705078
20,4,3.337860107421875e-05,0.008548736572265625
20,4,3.314018249511719e-05,0.008417844772338867
20,6,3.838539123535156e-05,0.013072729110717773
20,6,3.886222839355469e-05,0.012946128845214844
20,6,3.695487976074219e-05,0.012930154800415039
20,6,3.743171691894531e-05,0.012850046157836914
20,6,3.814697265625e-05,0.012980222702026367
20,8,4.9591064453125e-05,0.017049074172973633
20,8,4.744529724121094e-05,0.01731586456298828
20,8,4.482269287109375e-05,0.016493797302246094
20,8,4.458427429199219e-05,0.017619609832763672
20,8,4.5299530029296875e-05,0.017458200454711914
20,11,5.4836273193359375e-05,0.024293899536132812
20,11,5.3882598876953125e-05,0.023627519607543945
20,11,6.008148193359375e-05,0.022906064987182617
20,11,5.4836273193359375e-05,0.02435588836669922
20,11,5.91278076171875e-05,0.0240323543548584
20,16,7.414817810058594e-05,0.034615278244018555
20,16,7.796287536621094e-05,0.03514909744262695
20,16,7.271766662597656e-05,0.03488516807556152
20,16,7.152557373046875e-05,0.03423166275024414
20,16,7.319450378417969e-05,0.03529667854309082
20,22,0.0001049041748046875,0.04711580276489258
20,22,0.00010013580322265625,0.0479588508605957
20,22,9.846687316894531e-05,0.047896385192871094
20,22,9.34600830078125e-05,0.04763078689575195
20,22,0.00010704994201660156,0.04670882225036621
20,30,0.00012302398681640625,0.07016324996948242
20,30,0.0001125335693359375,0.06557869911193848
20,30,0.00013637542724609375,0.06494975090026855
20,30,0.0001418590545654297,0.0648045539855957
20,30,0.00013971328735351562,0.0655517578125
20,42,0.0001544952392578125,0.09323310852050781
20,42,0.00017786026000976562,0.09218764305114746
20,42,0.00016999244689941406,0.09831857681274414
20,42,0.00016689300537109375,0.09022879600524902
20,42,0.00015044212341308594,0.08762001991271973
20,59,0.0002200603485107422,0.12523555755615234
20,59,0.00021028518676757812,0.1264328956604004
20,59,0.0002338886260986328,0.12633752822875977
20,59,0.00022363662719726562,0.12883973121643066
20,59,0.0002117156982421875,0.13109350204467773
20,83,0.0002865791320800781,0.17789602279663086
20,83,0.00028395652770996094,0.18071246147155762
20,83,0.0003170967102050781,0.18222451210021973
20,83,0.0003077983856201172,0.17863011360168457
20,83,0.00033020973205566406,0.1778545379638672
20,116,0.0003826618194580078,0.24776697158813477
20,116,0.0004229545593261719,0.2494349479675293
20,116,0.00043392181396484375,0.2512683868408203
20,116,0.0004563331604003906,0.25018954277038574
20,116,0.00038814544677734375,0.2453622817993164
20,163,0.0005462169647216797,0.34736156463623047
20,163,0.000598907470703125,0.35093259811401367
20,163,0.0006291866302490234,0.35383176803588867
20,163,0.0005311965942382812,0.35243678092956543
20,163,0.0005407333374023438,0.3455801010131836
20,228,0.0009000301361083984,0.4892435073852539
20,228,0.0007941722869873047,0.48856306076049805
20,228,0.0007560253143310547,0.4959752559661865
20,228,0.000732421875,0.5015978813171387
20,228,0.0007653236389160156,0.49579739570617676
20,321,0.0011584758758544922,0.7043294906616211
20,321,0.0010273456573486328,0.6957080364227295
20,321,0.0011742115020751953,0.7014029026031494
20,321,0.0010371208190917969,0.6901631355285645
20,321,0.0010476112365722656,0.7101209163665771
20,450,0.0014910697937011719,1.0230700969696045
20,450,0.0015544891357421875,0.9759831428527832
20,450,0.001422882080078125,0.9778294563293457
20,450,0.001444101333618164,0.9870522022247314
20,450,0.0015826225280761719,0.979902982711792
20,631,0.002371549606323242,1.3749425411224365
20,631,0.0023026466369628906,1.3769805431365967
20,631,0.002070903778076172,1.390489101409912
20,631,0.002013683319091797,1.3925089836120605
20,631,0.0021970272064208984,1.3712599277496338
29,2,3.123283386230469e-05,0.007519721984863281
29,2,4.00543212890625e-05,0.007443666458129883
29,2,3.170967102050781e-05,0.007470846176147461
29,2,2.9325485229492188e-05,0.00693964958190918
29,2,2.8133392333984375e-05,0.007398843765258789
29,2,3.0279159545898438e-05,0.007383108139038086
29,2,2.956390380859375e-05,0.007590293884277344
29,2,2.86102294921875e-05,0.0077135562896728516
29,2,2.8133392333984375e-05,0.007050991058349609
29,2,2.8133392333984375e-05,0.00752568244934082
29,2,3.337860107421875e-05,0.0073986053466796875
29,2,2.9087066650390625e-05,0.007781267166137695
29,2,3.0279159545898438e-05,0.007428884506225586
29,2,2.86102294921875e-05,0.00795435905456543
29,2,2.8133392333984375e-05,0.007334232330322266
29,3,3.314018249511719e-05,0.010593175888061523
29,3,3.218650817871094e-05,0.01147770881652832
29,3,3.218650817871094e-05,0.010769128799438477
29,3,3.504753112792969e-05,0.011148691177368164
29,3,3.719329833984375e-05,0.01079869270324707
29,4,3.3855438232421875e-05,0.014929056167602539
29,4,3.838539123535156e-05,0.014577388763427734
29,4,3.600120544433594e-05,0.014742136001586914
29,4,3.552436828613281e-05,0.01468205451965332
29,4,3.5762786865234375e-05,0.014408588409423828
29,6,4.291534423828125e-05,0.02221846580505371
29,6,4.482269287109375e-05,0.02233266830444336
29,6,4.0531158447265625e-05,0.021903276443481445
29,6,4.982948303222656e-05,0.021757125854492188
29,6,4.172325134277344e-05,0.021905183792114258
29,8,5.698204040527344e-05,0.02895665168762207
29,8,4.8160552978515625e-05,0.02921915054321289
29,8,4.649162292480469e-05,0.02866840362548828
29,8,4.7206878662109375e-05,0.028649091720581055
29,8,4.792213439941406e-05,0.029204845428466797
29,11,6.29425048828125e-05,0.04044651985168457
29,11,5.650520324707031e-05,0.04209017753601074
29,11,5.626678466796875e-05,0.040706634521484375
29,11,5.793571472167969e-05,0.039508819580078125
29,11,5.793571472167969e-05,0.039745330810546875
29,16,0.00010323524475097656,0.05923938751220703
29,16,7.510185241699219e-05,0.05729365348815918
29,16,7.605552673339844e-05,0.060369014739990234
29,16,9.703636169433594e-05,0.05866289138793945
29,16,8.249282836914062e-05,0.06377220153808594
29,22,0.00010418891906738281,0.08404183387756348
29,22,0.00010418891906738281,0.0805208683013916
29,22,0.0001010894775390625,0.08155059814453125
29,22,0.00010371208190917969,0.08067655563354492
29,22,0.00010633468627929688,0.08078956604003906
29,30,0.0001556873321533203,0.10779714584350586
29,30,0.00012230873107910156,0.10956192016601562
29,30,0.00013947486877441406,0.11072874069213867
29,30,0.0001232624053955078,0.11542582511901855
29,30,0.00013637542724609375,0.11462926864624023
29,42,0.00016450881958007812,0.15506315231323242
29,42,0.00016450881958007812,0.15449047088623047
29,42,0.00016760826110839844,0.16997075080871582
29,42,0.00018334388732910156,0.15904998779296875
29,42,0.00016355514526367188,0.15973711013793945
29,59,0.00022459030151367188,0.22786545753479004
29,59,0.0002200603485107422,0.22573375701904297
29,59,0.0002713203430175781,0.22362756729125977
29,59,0.00022363662719726562,0.22408485412597656
29,59,0.0002696514129638672,0.21453261375427246
29,83,0.00036525726318359375,0.3132011890411377
29,83,0.00033354759216308594,0.3082149028778076
29,83,0.00030517578125,0.3062765598297119
29,83,0.00033736228942871094,0.30352354049682617
29,83,0.00030422210693359375,0.30419301986694336
29,116,0.0005321502685546875,0.4228940010070801
29,116,0.00041365623474121094,0.4266064167022705
29,116,0.0004596710205078125,0.4300196170806885
29,116,0.0004627704620361328,0.43023180961608887
29,116,0.0005199909210205078,0.43150877952575684
29,163,0.0005953311920166016,0.6057827472686768
29,163,0.0005745887756347656,0.6021435260772705
29,163,0.0006163120269775391,0.6134121417999268
29,163,0.0005714893341064453,0.5974147319793701
29,163,0.0005705356597900391,0.6045258045196533
29,228,0.0010416507720947266,0.8558573722839355
29,228,0.0008299350738525391,0.8422958850860596
29,228,0.0008707046508789062,0.8398776054382324
29,228,0.0010287761688232422,0.8407309055328369
29,228,0.0008156299591064453,0.8341925144195557
29,321,0.0011093616485595703,1.1983704566955566
29,321,0.001165628433227539,1.2195093631744385
29,321,0.0012431144714355469,1.185678243637085
29,321,0.0011088848114013672,1.1880619525909424
29,321,0.001107931137084961,1.1952049732208252
29,450,0.0016870498657226562,1.66800856590271
29,450,0.0015826225280761719,1.679502248764038
29,450,0.0016634464263916016,1.6599981784820557
29,450,0.0017139911651611328,1.67952299118042
29,450,0.001825094223022461,1.676600456237793
29,631,0.002387523651123047,2.38742995262146
29,631,0.002394437789916992,2.3616294860839844
29,631,0.0025463104248046875,2.3613085746765137
29,631,0.002526998519897461,2.365755796432495
29,631,0.0021715164184570312,2.349881172180176
42,2,4.291534423828125e-05,0.011415243148803711
42,2,2.8848648071289062e-05,0.01140737533569336
42,2,3.0040740966796875e-05,0.011608362197875977
42,2,3.0040740966796875e-05,0.011758565902709961
42,2,3.0279159545898438e-05,0.01155543327331543
42,2,2.9802322387695312e-05,0.011344194412231445
42,2,3.0040740966796875e-05,0.01122140884399414
42,2,2.9325485229492188e-05,0.011699438095092773
42,2,2.86102294921875e-05,0.01173090934753418
42,2,3.147125244140625e-05,0.011600255966186523
42,2,3.337860107421875e-05,0.011461734771728516
42,2,3.0040740966796875e-05,0.011298418045043945
42,2,2.9325485229492188e-05,0.011425256729125977
42,2,3.0279159545898438e-05,0.01147150993347168
42,2,3.62396240234375e-05,0.011877298355102539
42,3,3.743171691894531e-05,0.018003225326538086
42,3,3.814697265625e-05,0.017502307891845703
42,3,3.170967102050781e-05,0.017523527145385742
42,3,3.457069396972656e-05,0.018148422241210938
42,3,3.147125244140625e-05,0.018550395965576172
42,4,3.6716461181640625e-05,0.022628068923950195
42,4,3.62396240234375e-05,0.024329185485839844
42,4,3.62396240234375e-05,0.024289369583129883
42,4,3.814697265625e-05,0.02339458465576172
42,4,3.719329833984375e-05,0.022810935974121094
42,6,4.4345855712890625e-05,0.03486824035644531
42,6,4.410743713378906e-05,0.03449416160583496
42,6,4.315376281738281e-05,0.03533291816711426
42,6,4.458427429199219e-05,0.035269975662231445
42,6,4.839897155761719e-05,0.03469228744506836
42,8,5.745887756347656e-05,0.04807686805725098
42,8,5.626678466796875e-05,0.04870343208312988
42,8,5.125999450683594e-05,0.04752850532531738
42,8,5.245208740234375e-05,0.04744577407836914
42,8,5.7220458984375e-05,0.0469517707824707
42,11,6.961822509765625e-05,0.06345915794372559
42,11,6.341934204101562e-05,0.0646064281463623
42,11,6.175041198730469e-05,0.06472945213317871
42,11,6.914138793945312e-05,0.06528186798095703
42,11,6.413459777832031e-05,0.06419062614440918
42,16,9.083747863769531e-05,0.09389805793762207
42,16,9.274482727050781e-05,0.09686851501464844
42,16,9.322166442871094e-05,0.0953528881072998
42,16,8.440017700195312e-05,0.09528756141662598
42,16,8.368492126464844e-05,0.09440827369689941
42,22,0.0001087188720703125,0.1311206817626953
42,22,0.00012350082397460938,0.1284923553466797
42,22,0.00011706352233886719,0.12695074081420898
42,22,0.00010943412780761719,0.1291954517364502
42,22,0.00010704994201660156,0.12733745574951172
42,30,0.0001399517059326172,0.18488478660583496
42,30,0.0001628398895263672,0.17667150497436523
42,30,0.00013828277587890625,0.17665553092956543
42,30,0.0001392364501953125,0.17664003372192383
42,30,0.00016760826110839844,0.17296576499938965
42,42,0.00019049644470214844,0.24291276931762695
42,42,0.0002155303955078125,0.26130008697509766
42,42,0.00022935867309570312,0.24944090843200684
42,42,0.0001995563507080078,0.24957990646362305
42,42,0.00018286705017089844,0.25307393074035645
42,59,0.0002586841583251953,0.33930087089538574
42,59,0.0002560615539550781,0.35818028450012207
42,59,0.00031876564025878906,0.3471391201019287
42,59,0.0002815723419189453,0.3486499786376953
42,59,0.00030112266540527344,0.3462386131286621
42,83,0.00034999847412109375,0.4907712936401367
42,83,0.00034880638122558594,0.48993492126464844
42,83,0.00037026405334472656,0.48786258697509766
42,83,0.00034165382385253906,0.48387694358825684
42,83,0.0003848075866699219,0.4878849983215332
42,116,0.0006165504455566406,0.7011480331420898
42,116,0.0004661083221435547,0.6945903301239014
42,116,0.0004687309265136719,0.678607702255249
42,116,0.0005123615264892578,0.6847789287567139
42,116,0.0005786418914794922,0.6804895401000977
42,163,0.0006723403930664062,0.9567112922668457
42,163,0.0007145404815673828,0.9629738330841064
42,163,0.0006430149078369141,0.970151424407959
42,163,0.0007679462432861328,0.9653351306915283
42,163,0.0007388591766357422,0.9731407165527344
42,228,0.0009920597076416016,1.3690149784088135
42,228,0.0010111331939697266,1.345869541168213
42,228,0.0009632110595703125,1.3458366394042969
42,228,0.0009095668792724609,1.3456251621246338
42,228,0.0010776519775390625,1.331113338470459
42,321,0.0014150142669677734,1.8820927143096924
42,321,0.0013668537139892578,1.8796262741088867
42,321,0.001275777816772461,1.889559030532837
42,321,0.0013980865478515625,1.8968567848205566
42,321,0.0012857913970947266,1.9245645999908447
42,450,0.0022706985473632812,2.6743040084838867
42,450,0.0018377304077148438,2.633544683456421
42,450,0.0022308826446533203,2.656590700149536
42,450,0.0019495487213134766,2.663217067718506
42,450,0.0017414093017578125,2.6608357429504395
42,631,0.0030372142791748047,3.765570878982544
42,631,0.0025949478149414062,3.7195749282836914
42,631,0.002668619155883789,3.7098069190979004
42,631,0.0024983882904052734,3.7531306743621826
42,631,0.0030515193939208984,3.776160717010498
61,2,0.00014734268188476562,0.017998695373535156
61,2,3.24249267578125e-05,0.018764734268188477
61,2,3.0994415283203125e-05,0.01845526695251465
61,2,3.075599670410156e-05,0.017993688583374023
61,2,2.956390380859375e-05,0.018270015716552734
61,2,3.075599670410156e-05,0.01797342300415039
61,2,3.4332275390625e-05,0.018218278884887695
61,2,2.9087066650390625e-05,0.017522573471069336
61,2,2.956390380859375e-05,0.017976045608520508
61,2,3.075599670410156e-05,0.017711400985717773
61,2,2.9802322387695312e-05,0.01768660545349121
61,2,4.0531158447265625e-05,0.01760387420654297
61,2,3.075599670410156e-05,0.01748490333557129
61,2,3.24249267578125e-05,0.01801753044128418
61,2,3.075599670410156e-05,0.017045021057128906
61,3,3.504753112792969e-05,0.027606487274169922
61,3,3.62396240234375e-05,0.027546167373657227
61,3,3.933906555175781e-05,0.026907682418823242
61,3,3.600120544433594e-05,0.02639150619506836
61,3,3.4809112548828125e-05,0.029664278030395508
61,4,4.029273986816406e-05,0.0364990234375
61,4,3.933906555175781e-05,0.03744816780090332
61,4,3.933906555175781e-05,0.03612041473388672
61,4,4.00543212890625e-05,0.03609728813171387
61,4,4.0531158447265625e-05,0.03645038604736328
61,6,5.0067901611328125e-05,0.05340099334716797
61,6,4.9114227294921875e-05,0.05414223670959473
61,6,5.0067901611328125e-05,0.05370831489562988
61,6,4.8160552978515625e-05,0.05580401420593262
61,6,5.269050598144531e-05,0.0532832145690918
61,8,6.437301635742188e-05,0.07271170616149902
61,8,5.888938903808594e-05,0.07278847694396973
61,8,5.936622619628906e-05,0.0741114616394043
61,8,7.176399230957031e-05,0.07657957077026367
61,8,6.890296936035156e-05,0.07474589347839355
61,11,7.271766662597656e-05,0.09848189353942871
61,11,7.963180541992188e-05,0.1013026237487793
61,11,7.987022399902344e-05,0.10058999061584473
61,11,9.441375732421875e-05,0.09929466247558594
61,11,7.82012939453125e-05,0.10095787048339844
61,16,0.00010919570922851562,0.14408445358276367
61,16,0.00011372566223144531,0.1455378532409668
61,16,0.00012421607971191406,0.14451098442077637
61,16,0.00010752677917480469,0.14642095565795898
61,16,9.632110595703125e-05,0.1465158462524414
61,22,0.0001385211944580078,0.19895076751708984
61,22,0.0001518726348876953,0.20061779022216797
61,22,0.00013780593872070312,0.19394278526306152
61,22,0.0001227855682373047,0.19978976249694824
61,22,0.0001251697540283203,0.1992659568786621
61,30,0.00016045570373535156,0.2701423168182373
61,30,0.00016808509826660156,0.2695596218109131
61,30,0.00018405914306640625,0.2732532024383545
61,30,0.00016307830810546875,0.2732419967651367
61,30,0.00016069412231445312,0.2819559574127197
61,42,0.00023674964904785156,0.3881247043609619
61,42,0.0002143383026123047,0.38175272941589355
61,42,0.000217437744140625,0.3821380138397217
61,42,0.0002446174621582031,0.3845944404602051
61,42,0.0002346038818359375,0.3802785873413086
61,59,0.00034046173095703125,0.5390868186950684
61,59,0.000370025634765625,0.5438823699951172
61,59,0.00029206275939941406,0.5312550067901611
61,59,0.00029349327087402344,0.5416717529296875
61,59,0.0002923011779785156,0.5525901317596436
61,83,0.0005125999450683594,0.7832663059234619
61,83,0.00040459632873535156,0.7608370780944824
61,83,0.0005068778991699219,0.7710170745849609
61,83,0.00048804283142089844,0.7457983493804932
61,83,0.0004611015319824219,0.7507874965667725
61,116,0.0005776882171630859,1.0493123531341553
61,116,0.0005548000335693359,1.0501461029052734
61,116,0.0005621910095214844,1.0537779331207275
61,116,0.0006716251373291016,1.0378570556640625
61,116,0.0005638599395751953,1.0401155948638916
61,163,0.0008311271667480469,1.4657840728759766
61,163,0.0007765293121337891,1.472898006439209
61,163,0.0008027553558349609,1.5034174919128418
61,163,0.0007815361022949219,1.4976062774658203
61,163,0.0009510517120361328,1.498321294784546
61,228,0.0012462139129638672,2.073441505432129
61,228,0.0010800361633300781,2.0756447315216064
61,228,0.0011756420135498047,2.087416172027588
61,228,0.0011458396911621094,2.064711809158325
61,228,0.0010793209075927734,2.0957393646240234
61,321,0.0017750263214111328,2.9704530239105225
61,321,0.0015575885772705078,2.888099431991577
61,321,0.0015077590942382812,2.8686397075653076
61,321,0.001514434814453125,2.927628755569458
61,321,0.0015947818756103516,2.8963143825531006
